state,rainfall,elevation,population_density,coastal_distance,historical_index,risk_level
Rajasthan,32.58,12.68,96.03,100.0,57.1,high
MP,27.0,57.12,95.47,79.04,66.12,medium
Kerala,8.18,51.86,79.55,0.0,38.71,medium
Tamil Nadu,74.53,23.45,81.69,8.85,39.95,critical
Andhra Pradesh,100.0,53.16,97.85,0.0,37.69,critical
Odisha,15.62,0.0,58.25,0.0,100.0,high
Andhra Pradesh,62.28,26.72,100.0,22.46,43.69,critical
Rajasthan,68.29,31.39,25.76,51.37,58.53,high
Maharashtra,78.06,40.06,59.83,32.48,1.27,high
Odisha,69.21,0.0,43.26,0.0,8.99,critical
Gujarat,72.14,31.05,50.24,16.12,45.76,high
Gujarat,75.36,22.31,80.65,34.91,11.11,high
Andhra Pradesh,23.55,57.8,38.69,0.0,51.85,medium
Kerala,59.15,59.48,64.77,14.32,13.25,high
Maharashtra,32.87,24.32,100.0,1.03,62.26,high
Rajasthan,28.52,11.37,58.73,92.24,100.0,high
Karnataka,57.32,37.05,61.1,12.76,33.5,high
Telangana,73.79,28.65,59.78,100.0,17.21,high
Telangana,71.98,32.36,55.8,78.93,43.53,high
Tamil Nadu,83.8,0.0,62.84,15.61,81.06,critical
MP,18.84,58.99,68.24,69.17,26.54,medium
Karnataka,54.12,36.69,58.54,0.0,54.31,high
Tamil Nadu,48.39,19.28,59.69,0.0,63.74,high
West Bengal,66.27,14.19,36.43,12.91,91.41,critical
Jharkhand,28.77,21.6,39.83,58.04,85.74,high
Karnataka,32.39,54.48,73.05,13.1,48.77,high
Andhra Pradesh,20.0,17.41,92.46,0.0,54.39,high
Rajasthan,51.28,42.63,62.15,93.16,25.83,medium
Gujarat,50.1,34.72,55.3,0.0,25.8,high
Andhra Pradesh,100.0,27.73,76.2,18.16,60.94,critical
Telangana,31.54,0.59,85.49,91.03,49.52,high
West Bengal,56.9,5.87,81.38,4.43,62.04,critical
Jharkhand,51.96,36.11,92.95,80.82,70.91,high
Bihar,42.97,16.54,100.0,100.0,40.65,high
Rajasthan,89.26,31.73,45.84,91.3,85.58,high
MP,62.84,23.9,68.08,27.64,43.81,high
Assam,58.8,0.0,73.18,72.71,36.46,high
Maharashtra,48.7,25.46,96.4,12.21,56.48,critical
Andhra Pradesh,45.2,0.0,67.64,0.0,30.8,critical
Odisha,86.01,28.73,68.18,20.24,55.33,critical
Kerala,90.77,46.91,52.01,8.63,62.83,critical
Jharkhand,87.95,10.28,33.91,97.66,17.68,high
Andhra Pradesh,91.84,52.28,50.83,8.8,39.99,high
Tamil Nadu,50.44,7.03,46.21,0.0,37.93,high
Kerala,48.82,51.4,92.26,0.0,0.0,high
Karnataka,59.14,40.65,52.05,33.61,55.61,high
Kerala,42.91,36.08,56.27,0.0,33.75,high
Kerala,70.37,15.44,83.9,0.0,10.75,critical
Andhra Pradesh,34.31,16.7,61.82,5.48,33.94,high
Assam,72.99,0.0,52.05,68.47,67.0,high
Assam,60.06,19.03,85.93,46.58,60.47,high
UP,53.47,16.31,58.77,72.79,54.58,high
Maharashtra,43.6,38.24,55.58,17.18,55.97,high
West Bengal,93.32,0.0,38.35,51.18,79.49,critical
West Bengal,44.95,0.0,74.56,12.66,44.24,critical
Assam,89.04,0.0,100.0,77.78,11.56,critical
Telangana,63.57,17.57,84.0,60.11,100.0,critical
Telangana,69.18,59.74,74.12,73.23,82.91,high
Odisha,26.9,14.71,71.07,0.0,100.0,high
Tamil Nadu,29.93,0.0,37.87,0.0,52.93,high
Karnataka,2.56,38.99,63.25,21.77,55.81,medium
Bihar,68.16,0.0,75.94,68.15,74.62,critical
Jharkhand,53.78,54.41,65.92,50.79,51.97,high
Gujarat,55.19,24.7,65.62,0.0,77.35,critical
Odisha,100.0,21.63,79.91,0.0,50.14,critical
Assam,28.25,1.87,65.88,99.75,36.69,medium
UP,61.54,2.21,41.86,88.78,87.07,high
Karnataka,79.17,35.78,93.47,38.05,100.0,critical
Maharashtra,37.6,21.81,59.33,0.0,45.81,high
Tamil Nadu,13.01,11.52,49.86,0.0,39.93,high
Bihar,69.73,8.3,75.54,100.0,19.63,high
Karnataka,34.49,58.1,65.21,21.8,63.21,high
Kerala,51.84,11.24,81.04,35.87,0.0,high
Rajasthan,68.3,32.92,50.22,88.88,16.69,high
Karnataka,100.0,46.34,58.74,27.43,40.93,critical
Kerala,46.63,46.42,77.11,0.91,94.06,high
Gujarat,99.0,0.0,70.44,0.0,14.24,critical
Karnataka,49.33,42.56,60.03,39.11,64.47,high
Karnataka,53.15,43.47,78.44,0.0,47.33,high
Rajasthan,31.52,21.62,46.93,97.24,73.09,medium
Odisha,33.47,28.89,67.03,0.0,42.41,high
MP,32.84,19.35,45.67,53.19,9.85,medium
Tamil Nadu,85.43,21.2,100.0,0.0,21.43,critical
Assam,89.78,61.05,100.0,97.84,27.37,high
Jharkhand,22.82,67.42,90.85,82.27,14.11,medium
Rajasthan,43.53,34.91,94.75,96.18,49.55,high
Bihar,60.12,5.89,82.1,100.0,46.15,high
Karnataka,92.99,4.0,50.42,23.79,61.6,critical
Rajasthan,100.0,27.91,100.0,100.0,2.95,high
West Bengal,55.76,28.19,66.46,34.57,55.88,high
Rajasthan,20.97,27.68,68.63,88.65,26.84,medium
West Bengal,61.01,0.0,81.07,0.0,9.01,critical
Maharashtra,41.37,16.28,46.43,0.0,100.0,high
Andhra Pradesh,53.59,30.64,62.64,0.0,19.97,high
Bihar,58.26,31.57,59.12,100.0,26.45,medium
Telangana,26.78,12.28,78.18,100.0,21.38,medium
Gujarat,50.61,29.65,51.94,0.0,41.49,high
Tamil Nadu,70.48,27.19,71.85,2.94,0.0,high
Jharkhand,40.1,30.75,53.71,57.79,92.51,high
West Bengal,39.44,0.0,100.0,23.68,56.93,critical
Gujarat,42.82,0.0,71.43,0.0,65.6,critical
Telangana,75.81,55.78,29.4,84.64,0.0,medium
Gujarat,36.88,11.74,67.15,0.0,43.57,high
Andhra Pradesh,45.7,37.36,65.52,0.0,24.62,high
West Bengal,81.76,18.59,52.79,23.55,70.62,critical
Kerala,73.5,50.42,91.47,25.73,84.8,critical
Kerala,100.0,47.71,70.12,0.0,42.71,critical
Gujarat,63.67,30.25,35.83,0.0,14.47,high
West Bengal,70.99,44.88,88.83,0.0,72.41,critical
Karnataka,50.73,62.89,68.52,0.0,47.03,high
Gujarat,75.24,13.32,47.91,35.73,62.22,high
Tamil Nadu,35.38,0.0,72.39,0.0,91.93,critical
MP,34.26,39.97,64.23,44.83,7.59,medium
Bihar,0.0,16.74,31.8,100.0,28.98,medium
Telangana,73.27,23.83,24.51,84.44,27.38,high
Jharkhand,58.6,46.17,64.98,100.0,30.3,medium
Karnataka,0.0,36.27,71.78,19.08,12.58,medium
West Bengal,0.0,0.0,69.29,0.0,11.41,high
Karnataka,91.13,19.41,57.99,0.0,50.2,critical
Gujarat,66.65,13.14,78.89,42.95,19.46,high
Assam,61.82,10.16,82.26,48.82,81.9,critical
West Bengal,31.88,0.0,100.0,11.8,79.93,critical
Odisha,73.73,0.0,46.96,9.82,74.29,critical
Assam,47.55,6.59,100.0,53.05,74.04,critical
Gujarat,22.79,32.01,89.38,0.0,87.15,high
Maharashtra,42.38,48.79,67.42,13.35,24.47,high
Tamil Nadu,13.83,0.0,66.22,23.13,62.53,high
Maharashtra,36.91,21.28,29.25,0.0,57.5,high
West Bengal,65.7,0.62,78.21,30.31,34.76,critical
Tamil Nadu,39.88,12.15,61.61,16.19,42.89,high
Andhra Pradesh,39.49,18.53,62.55,3.58,46.29,high
Rajasthan,100.0,23.0,70.41,100.0,58.11,high
Karnataka,40.42,17.84,99.82,0.0,100.0,critical
Tamil Nadu,8.97,3.43,96.54,1.95,33.55,high
MP,54.3,43.09,99.54,100.0,64.89,high
Odisha,3.8,0.0,99.56,4.03,48.27,high
Jharkhand,55.83,33.45,75.59,79.49,38.88,high
Andhra Pradesh,26.22,15.08,66.88,22.79,34.78,high
Maharashtra,34.09,48.77,68.15,7.73,22.6,high
Bihar,29.73,0.0,65.41,68.85,72.93,high
Andhra Pradesh,88.05,6.56,75.96,2.7,38.09,critical
Karnataka,88.94,46.5,0.89,0.0,30.37,high
Jharkhand,89.21,32.35,71.37,80.31,66.39,high
Assam,76.28,0.0,62.66,68.14,56.03,critical
Rajasthan,64.55,12.48,53.07,94.59,59.29,high
Bihar,6.07,17.27,90.19,100.0,44.58,medium
Rajasthan,48.84,25.36,63.43,74.16,45.72,high
Karnataka,43.55,33.76,83.63,9.03,44.4,high
Assam,38.84,28.78,59.75,45.37,7.45,high
Telangana,11.47,51.29,50.62,87.82,96.38,medium
Bihar,2.9,31.78,63.03,79.91,61.7,medium
MP,36.97,35.72,82.5,99.91,82.77,high
Rajasthan,47.77,40.62,54.46,69.25,66.31,high
Bihar,84.11,24.65,64.87,98.76,70.26,high
Maharashtra,69.15,34.67,54.13,36.12,39.42,high
Assam,97.56,11.32,74.81,96.66,81.45,critical
Maharashtra,31.16,1.26,85.14,26.26,14.79,high
Tamil Nadu,49.14,0.0,68.58,7.97,42.47,critical
Telangana,26.67,20.25,49.61,84.89,60.34,medium
Telangana,49.59,19.3,62.45,43.49,40.48,high
UP,34.17,24.52,28.6,65.09,69.79,medium
MP,16.86,47.44,82.05,52.42,19.96,medium
West Bengal,55.21,22.87,49.78,0.0,85.84,high
Bihar,43.48,17.22,61.68,53.73,48.32,high
Kerala,59.98,31.12,86.49,6.34,78.29,critical
Bihar,56.1,7.2,57.2,100.0,7.5,high
Maharashtra,61.88,34.99,65.22,19.72,64.17,high
Maharashtra,62.09,61.07,89.27,31.91,20.8,high
Tamil Nadu,80.88,0.0,79.29,0.0,42.42,critical
Odisha,74.19,13.89,100.0,0.09,82.42,critical
UP,77.39,12.39,84.45,65.31,34.02,critical
Gujarat,33.16,14.42,85.86,0.0,68.13,critical
Karnataka,76.53,59.93,54.77,13.42,17.54,high
Andhra Pradesh,26.16,36.08,34.04,5.97,81.24,high
Telangana,25.24,10.45,85.56,64.44,48.55,high
Kerala,58.04,40.88,66.01,27.2,93.94,high
Karnataka,29.44,74.05,75.35,38.31,65.2,medium
Bihar,36.53,0.0,96.26,88.68,0.0,high
UP,48.11,0.0,87.55,81.45,20.56,high
Tamil Nadu,83.97,30.71,78.76,23.05,54.58,critical
Jharkhand,100.0,18.0,57.36,94.86,46.83,high
Jharkhand,0.0,36.43,67.58,30.48,8.13,medium
Kerala,70.61,39.08,54.04,0.0,7.11,high
Andhra Pradesh,39.7,43.11,64.13,0.0,41.74,high
Jharkhand,67.51,20.57,100.0,100.0,100.0,critical
Jharkhand,100.0,29.61,80.41,100.0,38.2,high
Bihar,81.32,1.18,72.29,82.87,87.46,critical
Rajasthan,51.79,38.56,100.0,60.22,47.02,high
MP,37.69,34.54,38.9,69.82,24.13,medium
Rajasthan,31.57,28.99,54.8,100.0,100.0,medium
Tamil Nadu,59.24,21.77,48.19,14.71,40.39,high
West Bengal,51.33,14.54,75.57,2.71,86.04,critical
Kerala,45.06,44.2,40.45,0.0,28.05,high
Odisha,93.32,10.45,78.61,8.5,78.36,critical
Jharkhand,44.81,10.49,58.95,76.36,62.56,high
Tamil Nadu,13.48,35.15,67.95,0.35,28.09,high
Telangana,58.79,49.94,56.03,100.0,44.92,medium
Bihar,59.98,37.06,61.74,88.28,9.62,medium
West Bengal,31.94,13.9,67.59,0.0,70.6,high
Karnataka,67.2,35.39,78.32,11.72,50.65,critical
Telangana,84.0,24.56,89.58,79.08,85.73,critical
Rajasthan,71.23,11.16,74.37,59.64,60.16,critical
West Bengal,84.41,14.76,58.39,37.17,75.22,critical
Tamil Nadu,68.2,16.12,98.96,29.12,60.63,critical
Maharashtra,73.01,28.92,95.24,3.97,74.36,critical
Assam,59.64,16.42,33.32,85.1,17.27,medium
West Bengal,50.95,0.0,66.55,23.29,90.72,critical
Gujarat,30.1,37.75,59.21,0.0,35.95,high
Andhra Pradesh,44.62,7.62,73.0,28.05,52.66,high
Tamil Nadu,43.03,22.67,100.0,0.0,63.2,critical
Bihar,27.06,0.0,76.73,69.79,43.77,high
West Bengal,12.73,0.0,93.55,0.0,48.67,high
Rajasthan,38.63,36.4,89.33,100.0,50.41,high
Karnataka,75.05,48.66,48.37,7.15,49.86,high
Bihar,67.78,11.69,61.33,83.41,48.6,high
UP,66.96,0.0,100.0,92.93,55.98,critical
Telangana,87.37,37.82,57.45,86.25,69.33,high
UP,8.45,9.43,64.39,90.62,29.82,medium
Maharashtra,35.23,18.33,5.05,16.34,73.5,high
Bihar,77.92,29.02,71.03,87.8,49.42,high
Jharkhand,30.54,28.71,50.32,100.0,44.56,medium
Maharashtra,49.87,14.34,76.37,23.05,80.69,critical
UP,68.67,0.0,72.25,67.74,67.52,critical
Assam,100.0,17.03,54.76,67.45,68.63,critical
MP,46.87,28.35,77.14,100.0,53.93,high
Andhra Pradesh,56.51,20.14,61.21,20.01,48.56,high
Jharkhand,55.33,37.75,87.65,51.51,29.66,high
Jharkhand,63.84,11.86,51.73,100.0,21.76,high
Maharashtra,46.43,40.56,56.66,9.36,28.8,high
Kerala,79.1,52.91,44.15,0.0,67.76,high
Odisha,58.1,7.99,70.17,16.03,41.39,critical
Rajasthan,20.12,48.82,60.89,65.69,54.43,medium
Karnataka,39.69,47.11,48.78,0.0,60.79,high
UP,55.74,12.77,69.94,36.57,93.44,critical
Rajasthan,58.85,23.15,60.61,98.11,67.44,high
Jharkhand,81.7,53.22,91.65,100.0,32.96,high
Odisha,40.79,22.75,66.3,0.0,62.53,high
MP,77.1,53.52,73.65,76.08,59.24,high
West Bengal,81.8,35.27,75.11,5.59,31.83,critical
UP,48.58,0.0,37.85,51.39,40.48,high
Telangana,64.33,50.3,71.31,78.72,42.07,high
Bihar,82.07,2.9,47.82,72.18,31.04,high
UP,81.12,35.25,54.67,100.0,73.92,high
Odisha,93.41,45.26,61.66,13.04,86.21,critical
Andhra Pradesh,12.53,0.0,64.56,37.22,88.03,high
Assam,86.5,14.05,85.82,55.45,28.54,critical
Bihar,71.95,25.56,51.24,70.47,64.72,high
Telangana,71.53,23.34,68.08,100.0,42.96,high
Assam,61.66,41.17,88.42,72.22,76.72,high
West Bengal,32.69,14.16,89.02,0.0,39.48,high
Rajasthan,73.49,34.63,78.45,68.35,38.2,high
UP,63.08,0.0,45.64,96.17,79.09,high
Telangana,36.45,18.8,36.1,46.73,41.97,high
Assam,42.87,0.0,71.8,92.88,48.03,high
Telangana,0.0,26.0,52.8,57.37,25.03,medium
Kerala,37.31,59.04,59.32,0.0,93.87,high
MP,48.84,55.73,88.61,34.67,87.96,high
UP,52.05,8.82,52.1,83.47,75.33,high
MP,49.12,54.09,44.9,87.06,69.65,medium
Andhra Pradesh,43.66,39.63,52.7,0.0,52.47,high
West Bengal,36.5,27.19,80.25,4.34,9.98,high
Maharashtra,89.79,15.24,48.2,34.45,67.1,critical
Assam,20.52,0.0,45.19,68.62,18.84,medium
UP,86.76,42.16,45.48,100.0,40.72,high
Assam,77.73,5.42,31.67,96.42,68.72,high
Gujarat,79.0,62.42,93.34,41.57,99.81,critical
MP,84.49,43.38,92.11,82.75,34.41,high
UP,69.87,8.51,53.46,78.91,100.0,high
West Bengal,32.95,0.0,55.38,0.0,35.41,high
Assam,72.84,4.56,41.34,91.41,37.62,high
Rajasthan,46.07,20.53,48.26,67.44,70.52,high
MP,79.92,47.52,77.94,74.22,25.03,high
Rajasthan,97.09,15.54,61.58,53.46,42.38,critical
Jharkhand,21.93,43.64,75.15,97.3,63.1,medium
Jharkhand,41.62,30.0,41.56,67.79,44.18,medium
Kerala,7.64,36.34,90.77,17.34,32.03,high
Tamil Nadu,59.13,1.24,27.53,10.63,70.85,high
Maharashtra,29.98,31.42,87.96,42.14,100.0,high
Karnataka,63.72,47.12,100.0,36.24,75.34,high
Bihar,44.47,0.0,100.0,73.96,82.47,critical
Bihar,39.64,37.26,64.38,63.42,61.75,high
Andhra Pradesh,87.53,1.64,35.1,0.0,40.27,critical
Bihar,53.91,27.84,92.47,85.93,76.35,high
Telangana,12.05,47.59,71.63,75.23,33.72,medium
MP,15.89,61.35,59.44,95.69,0.35,low
Assam,73.24,12.39,38.73,58.19,0.0,high
West Bengal,85.74,0.0,78.6,4.36,39.07,critical
Karnataka,31.75,22.77,23.33,33.19,96.78,high
Assam,47.43,17.07,24.99,10.35,56.6,high
Maharashtra,80.12,8.31,64.31,33.0,72.99,critical
MP,33.42,8.4,50.62,94.58,20.56,medium
Maharashtra,52.11,2.22,60.91,21.93,48.72,high
Karnataka,74.7,57.7,50.9,0.0,60.92,high
West Bengal,55.5,2.13,74.73,1.63,33.22,critical
Kerala,69.09,43.79,61.38,0.0,95.68,critical
Bihar,0.19,15.03,86.73,76.7,78.36,medium
Kerala,22.23,18.56,53.21,27.18,100.0,high
Karnataka,36.93,58.25,51.28,47.64,82.15,medium
MP,53.52,56.75,57.55,100.0,82.92,medium
Karnataka,52.32,50.51,33.71,21.79,42.28,high
UP,50.39,5.71,92.7,64.41,39.61,high
Karnataka,85.94,78.69,45.78,8.56,57.45,high
West Bengal,0.0,13.35,27.87,0.0,56.91,medium
Gujarat,74.98,31.43,79.15,13.72,38.11,critical
Maharashtra,97.43,34.36,66.17,15.28,23.68,critical
Rajasthan,100.0,2.33,62.72,100.0,36.69,critical
Assam,3.68,12.92,56.77,62.32,46.38,medium
UP,15.1,3.33,34.24,90.56,73.11,medium
Bihar,63.88,0.0,100.0,79.34,71.62,critical
MP,40.98,30.72,68.9,100.0,20.05,medium
MP,71.04,38.79,68.49,79.72,45.12,high
Karnataka,48.83,28.67,26.07,4.31,33.3,high
West Bengal,81.05,10.04,44.9,21.9,74.54,critical
Telangana,15.49,54.48,71.82,61.02,41.72,medium
Jharkhand,70.22,48.08,77.29,61.13,57.04,high
Bihar,63.22,0.0,98.58,87.01,72.83,critical
Karnataka,44.98,54.32,19.94,20.4,83.59,medium
Odisha,55.34,4.46,49.98,25.24,81.52,high
Karnataka,53.73,48.64,60.39,29.05,81.12,high
Bihar,60.07,4.28,70.25,100.0,87.44,high
Jharkhand,91.01,28.37,55.04,100.0,72.62,high
Jharkhand,47.95,24.94,62.96,48.75,33.03,high
MP,21.06,32.57,100.0,100.0,40.52,medium
Andhra Pradesh,97.3,22.87,68.28,19.47,100.0,critical
Gujarat,61.31,34.23,68.92,14.56,29.12,high
MP,73.16,49.8,46.89,72.27,18.36,medium
Rajasthan,70.74,15.82,74.45,100.0,39.1,high
Andhra Pradesh,32.88,11.99,57.8,0.0,48.73,high
Telangana,76.03,19.42,72.2,86.8,19.18,high
West Bengal,38.3,8.7,54.75,6.29,33.2,high
Assam,67.57,32.19,62.92,37.8,31.93,high
Jharkhand,73.3,12.71,44.48,94.9,33.02,high
Telangana,39.11,21.0,76.85,49.42,96.64,high
Tamil Nadu,85.37,41.42,94.78,0.0,37.64,critical
Telangana,84.14,40.39,90.41,84.23,53.53,high
UP,69.89,0.0,73.96,100.0,35.45,high
MP,56.29,47.04,57.09,100.0,64.13,medium
Bihar,23.04,11.86,37.35,68.19,82.84,medium
Andhra Pradesh,50.83,20.18,29.9,16.3,58.86,high
Odisha,46.45,0.0,76.82,0.0,66.17,critical
Rajasthan,45.5,38.99,15.34,100.0,47.07,medium
Andhra Pradesh,71.2,19.6,90.0,4.77,67.66,critical
Andhra Pradesh,41.95,48.49,36.0,5.33,22.27,medium
Rajasthan,45.62,23.51,92.36,89.98,78.61,high
Kerala,40.74,27.8,52.23,0.0,38.48,high
Odisha,30.14,18.92,91.97,12.31,78.86,high
Tamil Nadu,58.88,0.0,44.47,0.0,24.98,high
Kerala,62.79,28.38,52.19,3.94,72.34,high
Andhra Pradesh,34.75,24.58,83.46,0.0,55.4,high
Maharashtra,49.44,0.0,55.52,0.0,62.9,critical
Rajasthan,87.24,39.08,100.0,100.0,23.36,high
Kerala,73.61,39.89,71.31,2.23,32.41,high
Karnataka,49.02,35.29,70.47,48.35,46.67,high
Rajasthan,68.52,38.34,72.27,100.0,74.16,high
Kerala,51.66,38.04,79.86,13.83,42.33,high
Maharashtra,84.14,47.78,84.82,0.0,33.35,critical
Maharashtra,2.99,7.42,80.92,28.8,100.0,high
West Bengal,46.64,19.82,61.42,0.0,93.29,critical
UP,59.19,25.15,84.0,100.0,32.34,high
Odisha,26.41,0.0,82.61,19.78,87.24,critical
Karnataka,32.13,56.26,86.52,21.82,41.83,high
MP,63.27,45.66,79.6,98.8,46.26,high
Gujarat,89.79,20.55,72.38,16.49,64.73,critical
Karnataka,54.47,31.81,84.8,20.01,38.24,high
Telangana,65.55,32.83,99.24,62.3,44.12,high
Andhra Pradesh,78.86,32.66,37.93,12.49,31.92,high
Tamil Nadu,92.6,0.37,69.31,0.0,37.23,critical
MP,44.09,16.53,76.52,92.27,68.84,high
Jharkhand,53.9,64.73,63.64,74.47,9.59,medium
Tamil Nadu,64.13,9.65,72.48,9.23,39.33,critical
Andhra Pradesh,63.11,0.0,80.4,17.19,78.98,critical
MP,69.96,40.47,100.0,100.0,42.41,high
Maharashtra,81.01,46.79,80.91,5.57,42.01,critical
Assam,73.3,1.77,71.75,79.56,51.25,high
UP,62.24,33.96,60.61,65.2,67.59,high
Bihar,45.55,25.55,54.54,100.0,54.4,medium
West Bengal,54.11,26.95,56.91,16.68,46.1,high
Gujarat,30.58,0.0,30.17,8.73,59.87,high
UP,46.15,3.57,44.57,84.56,14.7,high
Maharashtra,63.81,28.26,17.09,0.0,38.22,high
Odisha,53.03,32.05,60.78,5.43,27.45,high
Andhra Pradesh,69.0,6.14,44.91,0.37,81.4,critical
Tamil Nadu,100.0,27.21,61.16,0.0,63.02,critical
Odisha,80.36,5.72,72.4,21.02,70.54,critical
West Bengal,98.31,0.78,62.92,30.12,52.0,critical
West Bengal,44.93,13.22,26.36,0.0,27.23,high
Karnataka,66.89,50.32,69.3,0.0,24.65,high
West Bengal,22.67,11.7,41.4,0.0,31.96,high
Bihar,27.23,27.27,77.89,74.45,74.51,high
Jharkhand,6.54,39.43,28.28,82.18,11.0,low
UP,41.05,22.51,32.44,72.45,45.32,medium
Bihar,20.59,10.74,81.93,100.0,37.67,medium
Bihar,66.66,25.99,45.5,79.43,62.61,high
Jharkhand,11.72,3.85,78.99,61.01,0.0,medium
Assam,29.69,8.41,70.39,77.37,72.27,high
Tamil Nadu,75.44,45.91,59.53,13.22,53.41,high
MP,49.88,24.92,47.02,89.92,34.32,medium
Karnataka,69.96,55.71,64.6,9.72,59.93,high
Tamil Nadu,35.32,59.0,55.53,19.58,97.72,high
MP,21.43,46.22,100.0,83.75,68.41,medium
Telangana,54.69,26.87,57.65,100.0,51.11,high
Assam,22.42,9.03,58.71,86.89,46.45,medium
Rajasthan,40.57,0.58,63.99,90.45,33.85,high
Gujarat,86.99,24.11,66.04,0.0,54.8,critical
Telangana,48.39,21.9,84.48,81.85,38.75,high
West Bengal,37.08,6.76,77.79,17.92,19.69,high
Maharashtra,55.96,51.38,79.51,4.18,41.96,high
Rajasthan,98.87,33.0,23.87,89.2,38.89,high
Telangana,88.18,39.2,56.97,100.0,59.25,high
Assam,89.31,45.54,68.01,56.93,68.76,high
Odisha,10.6,14.99,23.81,0.0,73.39,high
Kerala,37.72,16.41,79.88,0.0,36.7,high
Jharkhand,100.0,6.87,48.01,100.0,33.07,high
Telangana,49.0,37.87,98.52,55.35,27.62,high
Maharashtra,58.67,17.47,71.98,0.0,49.06,critical
Andhra Pradesh,73.61,24.56,80.14,4.67,51.73,critical
MP,80.68,13.87,82.02,94.73,60.36,high
Odisha,48.05,0.0,40.94,12.85,37.52,high
Gujarat,96.71,56.21,35.18,0.0,26.58,high
Bihar,53.58,1.24,62.52,69.78,91.66,high
Rajasthan,41.31,31.52,34.37,100.0,71.52,medium
Tamil Nadu,97.77,10.09,61.16,2.86,65.66,critical
Rajasthan,74.06,11.75,52.37,92.51,60.92,high
UP,80.47,32.67,72.29,78.62,45.57,high
Maharashtra,0.0,66.72,64.38,6.04,54.99,medium
Andhra Pradesh,56.62,17.8,35.19,0.0,41.1,high
Rajasthan,90.09,17.59,43.71,62.39,0.0,high
Telangana,60.46,5.19,67.66,100.0,38.46,high
Gujarat,70.56,2.01,55.15,10.21,42.54,critical
Odisha,55.67,18.39,84.77,0.0,21.5,critical
Bihar,70.41,6.8,61.16,56.25,53.42,high
Assam,0.0,9.88,93.89,61.38,51.05,high
Telangana,70.2,28.24,66.19,78.83,53.94,high
Andhra Pradesh,85.57,16.97,54.19,0.0,70.47,critical
Odisha,51.86,12.18,64.41,5.86,26.56,high
MP,36.67,65.7,68.46,91.34,49.93,medium
Gujarat,75.7,29.45,72.62,2.38,40.15,critical
Kerala,62.37,49.67,100.0,34.3,39.9,high
Tamil Nadu,54.7,19.11,54.68,0.0,12.74,high
Rajasthan,29.67,41.29,59.61,100.0,22.8,medium
Tamil Nadu,50.09,8.11,57.46,0.0,77.29,critical
Rajasthan,42.97,27.83,100.0,100.0,51.79,high
Jharkhand,46.02,32.89,39.09,89.41,48.42,medium
Gujarat,41.74,35.03,72.64,0.0,47.3,high
Andhra Pradesh,61.84,3.43,83.78,12.97,9.16,critical
Telangana,58.52,34.91,42.5,64.24,46.99,high
Maharashtra,58.32,20.99,37.56,0.0,42.5,high
Gujarat,79.83,18.36,60.75,6.18,49.19,critical
Telangana,84.77,42.78,86.89,100.0,0.0,high
Rajasthan,3.09,0.0,80.05,68.66,23.5,medium
West Bengal,39.41,16.23,74.6,22.8,38.22,high
Gujarat,85.04,9.96,100.0,0.0,42.56,critical
Andhra Pradesh,47.05,46.87,63.69,13.09,64.53,high
Odisha,34.11,2.42,69.25,0.0,93.01,critical
Tamil Nadu,49.38,4.08,95.22,0.0,47.44,critical
MP,22.02,57.93,44.67,97.67,52.17,medium
Assam,67.82,0.0,78.74,59.71,46.53,critical
Kerala,32.76,36.55,97.61,0.0,24.84,high
Andhra Pradesh,46.76,30.7,69.89,5.14,37.85,high
West Bengal,72.52,16.83,84.43,15.25,55.74,critical
Assam,57.72,22.24,85.94,69.0,68.83,high
Karnataka,8.96,39.46,29.8,13.72,51.35,medium
Maharashtra,61.24,23.54,68.68,7.35,26.44,high
Assam,58.67,14.34,54.76,76.64,54.44,high
Bihar,59.71,25.24,100.0,100.0,21.2,high
Jharkhand,65.05,44.41,85.95,100.0,45.26,high
Gujarat,95.0,1.82,58.98,0.0,50.71,critical
Maharashtra,80.91,34.55,69.96,0.0,34.88,critical
Tamil Nadu,58.72,20.28,62.9,0.0,81.79,critical
Odisha,51.58,15.45,74.58,48.81,23.83,high
Jharkhand,65.95,69.29,52.51,99.47,50.96,medium
Telangana,95.66,27.77,75.44,100.0,38.71,high
Rajasthan,100.0,22.15,44.91,100.0,100.0,high
Rajasthan,57.33,0.0,33.4,73.69,40.02,high
Bihar,71.48,21.95,94.75,92.22,99.81,critical
West Bengal,29.42,0.0,80.06,11.99,79.9,critical
West Bengal,71.4,16.97,93.12,0.0,40.79,critical
Andhra Pradesh,35.81,17.25,59.1,2.1,47.54,high
Maharashtra,37.54,25.26,39.09,29.83,54.27,high
Telangana,62.38,50.61,47.05,24.01,30.33,high
Jharkhand,50.15,12.83,39.04,76.33,51.87,high
Gujarat,84.31,0.0,100.0,0.0,24.5,critical
Assam,25.4,16.1,52.29,60.78,45.03,medium
Odisha,89.64,3.69,81.06,51.64,57.83,critical
West Bengal,48.12,19.38,79.97,1.5,39.35,high
Andhra Pradesh,42.0,38.72,29.93,27.98,14.52,medium
UP,57.77,0.0,70.28,100.0,45.15,high
Bihar,40.94,18.31,81.09,100.0,69.86,high
Odisha,74.94,0.65,47.56,27.06,43.02,critical
Assam,70.9,27.16,58.53,60.83,63.44,high
UP,72.18,17.71,48.56,89.52,68.91,high
MP,14.92,36.87,57.78,94.6,14.65,medium
